wav, nm;  tau[toa:10km];  tau[toa:2km];  tau[toa:0km]
338.4  1.539645e-05  1.214104e-04  1.894985e-04
338.4  1.606453e-05  1.234012e-04  1.928912e-04
338.4  1.591862e-05  1.233412e-04  1.928159e-04
338.5  1.637011e-05  1.273311e-04  1.999783e-04
338.5  1.648520e-05  1.278414e-04  2.002356e-04
338.5  1.685616e-05  1.321119e-04  2.071724e-04
338.6  1.692236e-05  1.346322e-04  2.103089e-04
338.6  1.695455e-05  1.339400e-04  2.107699e-04
338.6  1.725536e-05  1.370777e-04  2.145708e-04
338.7  1.794371e-05  1.393183e-04  2.184731e-04
338.7  1.810222e-05  1.397553e-04  2.187366e-04
338.7  1.831926e-05  1.431864e-04  2.237668e-04
338.8  1.862588e-05  1.455956e-04  2.278908e-04
338.8  1.873840e-05  1.478870e-04  2.323696e-04
338.8  1.908586e-05  1.514392e-04  2.375410e-04
338.9  1.937462e-05  1.515536e-04  2.372449e-04
338.9  1.992658e-05  1.545548e-04  2.433435e-04
338.9  2.008285e-05  1.572238e-04  2.467724e-04
339.0  2.041279e-05  1.595675e-04  2.500456e-04
339.0  2.095845e-05  1.618828e-04  2.532491e-04
339.0  2.089254e-05  1.642977e-04  2.579226e-04
339.1  2.130948e-05  1.668871e-04  2.616198e-04
339.1  2.159770e-05  1.699944e-04  2.671842e-04
339.1  2.185356e-05  1.732925e-04  2.712615e-04
339.2  2.213636e-05  1.742951e-04  2.733390e-04
339.2  2.231393e-05  1.764632e-04  2.786515e-04
339.2  2.260280e-05  1.810178e-04  2.851755e-04
339.3  2.308189e-05  1.836140e-04  2.882256e-04
339.3  2.354838e-05  1.858140e-04  2.909791e-04
339.3  2.420147e-05  1.892996e-04  2.971182e-04
339.4  2.434257e-05  1.931095e-04  3.030987e-04
339.4  2.469058e-05  1.943683e-04  3.063491e-04
339.5  2.509526e-05  1.974680e-04  3.112596e-04
339.5  2.557977e-05  2.021818e-04  3.178689e-04
339.5  2.563797e-05  2.044554e-04  3.221738e-04
339.6  2.623708e-05  2.084641e-04  3.275887e-04
339.6  2.660157e-05  2.123623e-04  3.351945e-04
339.6  2.727098e-05  2.172927e-04  3.407595e-04
339.7  2.760042e-05  2.187739e-04  3.445688e-04
339.7  2.807114e-05  2.241043e-04  3.527825e-04
339.7  2.873885e-05  2.290696e-04  3.601342e-04
339.8  2.864501e-05  2.315288e-04  3.649163e-04
339.8  2.959978e-05  2.362968e-04  3.718068e-04
339.8  3.021235e-05  2.391352e-04  3.760952e-04
339.9  3.086424e-05  2.434860e-04  3.833040e-04
339.9  3.116878e-05  2.483398e-04  3.899931e-04
339.9  3.191309e-05  2.549128e-04  4.003900e-04
340.0  3.243849e-05  2.569527e-04  4.029392e-04
340.0  3.269348e-05  2.624655e-04  4.120900e-04
340.0  3.351395e-05  2.655046e-04  4.183586e-04
340.1  3.392728e-05  2.708952e-04  4.264216e-04
340.1  3.466223e-05  2.769243e-04  4.343080e-04
340.1  3.514132e-05  2.801237e-04  4.407555e-04
340.2  3.568047e-05  2.858324e-04  4.494462e-04
340.2  3.607765e-05  2.896506e-04  4.555672e-04
340.2  3.689127e-05  2.946502e-04  4.628496e-04
340.3  3.765721e-05  3.012695e-04  4.746160e-04
340.3  3.819007e-05  3.065041e-04  4.816043e-04
340.3  3.866012e-05  3.103679e-04  4.887498e-04
340.4  3.971942e-05  3.166864e-04  4.985047e-04
340.4  4.025042e-05  3.211785e-04  5.046995e-04
340.4  4.088594e-05  3.275868e-04  5.158187e-04
340.5  4.158464e-05  3.323465e-04  5.225688e-04
340.5  4.216020e-05  3.399736e-04  5.342532e-04
340.5  4.306849e-05  3.450468e-04  5.420280e-04
340.6  4.366656e-05  3.509676e-04  5.526107e-04
340.6  4.449924e-05  3.570630e-04  5.613641e-04
340.6  4.560043e-05  3.635878e-04  5.724921e-04
340.7  4.587431e-05  3.691559e-04  5.790519e-04
340.7  4.686040e-05  3.752987e-04  5.906455e-04
340.7  4.759059e-05  3.813507e-04  5.998358e-04
340.8  4.883868e-05  3.900135e-04  6.119546e-04
340.8  4.949648e-05  3.978642e-04  6.251139e-04
340.8  5.055661e-05  4.062213e-04  6.373605e-04
340.9  5.139235e-05  4.125662e-04  6.479338e-04
340.9  5.295987e-05  4.206933e-04  6.602472e-04
341.0  5.376172e-05  4.274764e-04  6.705198e-04
341.0  5.474897e-05  4.361281e-04  6.836574e-04
341.0  5.556068e-05  4.442919e-04  6.957597e-04
341.1  5.691860e-05  4.520093e-04  7.065061e-04
341.1  5.784628e-05  4.596945e-04  7.206953e-04
341.1  5.876373e-05  4.686205e-04  7.350259e-04
341.2  6.005983e-05  4.771029e-04  7.471704e-04
341.2  6.097218e-05  4.847537e-04  7.590903e-04
341.2  6.176944e-05  4.919392e-04  7.710060e-04
341.3  6.311422e-05  5.019452e-04  7.855814e-04
341.3  6.448950e-05  5.109023e-04  8.001998e-04
341.3  6.525270e-05  5.178771e-04  8.099574e-04
341.4  6.658522e-05  5.282586e-04  8.249871e-04
341.4  6.801722e-05  5.355670e-04  8.380013e-04
341.4  6.930801e-05  5.462500e-04  8.527201e-04
341.5  7.022376e-05  5.549863e-04  8.675723e-04
341.5  7.149824e-05  5.638074e-04  8.805158e-04
341.5  7.277135e-05  5.732810e-04  8.951293e-04
341.6  7.428318e-05  5.818955e-04  9.081076e-04
341.6  7.529868e-05  5.913901e-04  9.225381e-04
341.6  7.668092e-05  6.023649e-04  9.403607e-04
341.7  7.813449e-05  6.123686e-04  9.532741e-04
341.7  7.910181e-05  6.217669e-04  9.679179e-04
341.7  8.040082e-05  6.302219e-04  9.821213e-04
341.8  8.176127e-05  6.407580e-04  9.981629e-04
341.8  8.335276e-05  6.505044e-04  1.011922e-03
341.8  8.449446e-05  6.572592e-04  1.022552e-03
341.9  8.555881e-05  6.686441e-04  1.039680e-03
341.9  8.712922e-05  6.760892e-04  1.050366e-03
341.9  8.846973e-05  6.875003e-04  1.068637e-03
342.0  8.996246e-05  6.988872e-04  1.085541e-03
342.0  9.124477e-05  7.077808e-04  1.098133e-03
342.0  9.294845e-05  7.188350e-04  1.114428e-03
342.1  9.473607e-05  7.307004e-04  1.133917e-03
342.1  9.560637e-05  7.376692e-04  1.143582e-03
342.1  9.697891e-05  7.476557e-04  1.159987e-03
342.2  9.865910e-05  7.580044e-04  1.174588e-03
342.2  1.004277e-04  7.682670e-04  1.189751e-03
342.2  1.017374e-04  7.795124e-04  1.204734e-03
342.3  1.028607e-04  7.870487e-04  1.217274e-03
342.3  1.046934e-04  7.987482e-04  1.234657e-03
342.3  1.058923e-04  8.085145e-04  1.248145e-03
342.4  1.073120e-04  8.161150e-04  1.261144e-03
342.4  1.089140e-04  8.290039e-04  1.279464e-03
342.4  1.105644e-04  8.387763e-04  1.294067e-03
342.5  1.118382e-04  8.500567e-04  1.311664e-03
342.5  1.135891e-04  8.584875e-04  1.323216e-03
342.5  1.146633e-04  8.674298e-04  1.337031e-03
342.6  1.161258e-04  8.767297e-04  1.350822e-03
342.6  1.170144e-04  8.869200e-04  1.364733e-03
342.6  1.186625e-04  8.943623e-04  1.374995e-03
342.7  1.196277e-04  9.027156e-04  1.388940e-03
342.7  1.213541e-04  9.117178e-04  1.400388e-03
342.7  1.222887e-04  9.206570e-04  1.413481e-03
342.8  1.240457e-04  9.290091e-04  1.425420e-03
342.8  1.249940e-04  9.331546e-04  1.431570e-03
342.8  1.263475e-04  9.414613e-04  1.443214e-03
342.9  1.268617e-04  9.470457e-04  1.453277e-03
342.9  1.278729e-04  9.532366e-04  1.461272e-03
342.9  1.289779e-04  9.610796e-04  1.473047e-03
343.0  1.300981e-04  9.679879e-04  1.481634e-03
343.0  1.310617e-04  9.714554e-04  1.486042e-03
343.0  1.320270e-04  9.794236e-04  1.497818e-03
343.1  1.321990e-04  9.829565e-04  1.504592e-03
343.1  1.335201e-04  9.877975e-04  1.510546e-03
343.1  1.345161e-04  9.947306e-04  1.520645e-03
343.2  1.347187e-04  9.971642e-04  1.525380e-03
343.2  1.356516e-04  1.001346e-03  1.529658e-03
343.2  1.359172e-04  1.006082e-03  1.537683e-03
343.3  1.366323e-04  1.009021e-03  1.541860e-03
343.3  1.371464e-04  1.014028e-03  1.548670e-03
343.3  1.383433e-04  1.018701e-03  1.555051e-03
343.4  1.388098e-04  1.020985e-03  1.558274e-03
343.4  1.388574e-04  1.024157e-03  1.564391e-03
343.4  1.393086e-04  1.026798e-03  1.567550e-03
343.5  1.404748e-04  1.032635e-03  1.576331e-03
343.5  1.399317e-04  1.032715e-03  1.576037e-03
343.5  1.409889e-04  1.037834e-03  1.584226e-03
343.6  1.414554e-04  1.039604e-03  1.584558e-03
343.6  1.418453e-04  1.044764e-03  1.593602e-03
343.7  1.420955e-04  1.049665e-03  1.600479e-03
343.7  1.428412e-04  1.051633e-03  1.603339e-03
343.7  1.433077e-04  1.053981e-03  1.606924e-03
343.8  1.435716e-04  1.054216e-03  1.607580e-03
343.8  1.437759e-04  1.060059e-03  1.613540e-03
343.8  1.441794e-04  1.060297e-03  1.614919e-03
343.9  1.449727e-04  1.064668e-03  1.619559e-03
343.9  1.445062e-04  1.062770e-03  1.618504e-03
343.9  1.445999e-04  1.064229e-03  1.621201e-03
344.0  1.451890e-04  1.062180e-03  1.616629e-03
344.0  1.448178e-04  1.065343e-03  1.620580e-03
344.0  1.445999e-04  1.063780e-03  1.618671e-03
344.1  1.442560e-04  1.057356e-03  1.608737e-03
344.1  1.436959e-04  1.053742e-03  1.603539e-03
344.1  1.426386e-04  1.048494e-03  1.594628e-03
344.2  1.417210e-04  1.043313e-03  1.586800e-03
344.2  1.403505e-04  1.030991e-03  1.568445e-03
344.2  1.387484e-04  1.021707e-03  1.554040e-03
344.3  1.376435e-04  1.013800e-03  1.541903e-03
344.3  1.360398e-04  1.000593e-03  1.523382e-03
344.3  1.335831e-04  9.884953e-04  1.504801e-03
344.4  1.325395e-04  9.785179e-04  1.489309e-03
344.4  1.296316e-04  9.638434e-04  1.467930e-03
344.4  1.276397e-04  9.499130e-04  1.447372e-03
344.5  1.258947e-04  9.322023e-04  1.420760e-03
344.5  1.238108e-04  9.212233e-04  1.404368e-03
344.5  1.213678e-04  9.044085e-04  1.379278e-03
344.6  1.188480e-04  8.899248e-04  1.356937e-03
344.6  1.160781e-04  8.709131e-04  1.329815e-03
344.6  1.138053e-04  8.531625e-04  1.304311e-03
344.7  1.109818e-04  8.396099e-04  1.282482e-03
344.7  1.086003e-04  8.212327e-04  1.255099e-03
344.7  1.063884e-04  8.042194e-04  1.229258e-03
344.8  1.033767e-04  7.858624e-04  1.202205e-03
344.8  1.005955e-04  7.657889e-04  1.173045e-03
344.8  9.801759e-05  7.488969e-04  1.145639e-03
344.9  9.566547e-05  7.308182e-04  1.120286e-03
344.9  9.318955e-05  7.129980e-04  1.092365e-03
344.9  8.992668e-05  6.951497e-04  1.065111e-03
345.0  8.793209e-05  6.780724e-04  1.039207e-03
345.0  8.538181e-05  6.570287e-04  1.008546e-03
345.0  8.268809e-05  6.423809e-04  9.871995e-04
345.1  8.019876e-05  6.222927e-04  9.574305e-04
345.1  7.816107e-05  6.058615e-04  9.311514e-04
345.1  7.541118e-05  5.906268e-04  9.098136e-04
345.2  7.319490e-05  5.740873e-04  8.842210e-04
345.2  7.141909e-05  5.568140e-04  8.577188e-04
345.2  6.880028e-05  5.426151e-04  8.344820e-04
345.3  6.721244e-05  5.261287e-04  8.105626e-04
345.3  6.499971e-05  5.104894e-04  7.850613e-04
345.3  6.306246e-05  4.975859e-04  7.667653e-04
345.4  6.099598e-05  4.833624e-04  7.453790e-04
345.4  5.945030e-05  4.710164e-04  7.250047e-04
345.4  5.740206e-05  4.560234e-04  7.035735e-04
345.5  5.567406e-05  4.419621e-04  6.816120e-04
345.5  5.410660e-05  4.300309e-04  6.642634e-04
345.5  5.281344e-05  4.166006e-04  6.428541e-04
345.6  5.069944e-05  4.041580e-04  6.250624e-04
345.6  4.941560e-05  3.948702e-04  6.100422e-04
345.6  4.765010e-05  3.844976e-04  5.946755e-04
345.7  4.662747e-05  3.721116e-04  5.739186e-04
345.7  4.514767e-05  3.618928e-04  5.580622e-04
345.7  4.358836e-05  3.508189e-04  5.411856e-04
345.8  4.225634e-05  3.415437e-04  5.269932e-04
345.8  4.107039e-05  3.326375e-04  5.128177e-04
345.8  4.066609e-05  3.262360e-04  5.021050e-04
345.9  3.901825e-05  3.147853e-04  4.838582e-04
345.9  3.776726e-05  3.066055e-04  4.722465e-04
345.9  3.707611e-05  2.967200e-04  4.558535e-04
346.0  3.598056e-05  2.894786e-04  4.469138e-04
346.0  3.476702e-05  2.814399e-04  4.338870e-04
346.0  3.376258e-05  2.723194e-04  4.194214e-04
346.1  3.283452e-05  2.678782e-04  4.107091e-04
346.1  3.201005e-05  2.591633e-04  3.992358e-04
346.1  3.113598e-05  2.538011e-04  3.890069e-04
346.1  3.017123e-05  2.437705e-04  3.766109e-04
346.2  2.936150e-05  2.405776e-04  3.709296e-04
346.2  2.858231e-05  2.319800e-04  3.571479e-04
346.2  2.789653e-05  2.281188e-04  3.499274e-04
346.3  2.680455e-05  2.220407e-04  3.425608e-04
346.3  2.675301e-05  2.167212e-04  3.329272e-04
346.3  2.587538e-05  2.102663e-04  3.215228e-04
346.4  2.531849e-05  2.070175e-04  3.170032e-04
346.4  2.462543e-05  2.006557e-04  3.074540e-04
346.4  2.394786e-05  1.942199e-04  2.977666e-04
346.5  2.333206e-05  1.909771e-04  2.925838e-04
346.5  2.271116e-05  1.864592e-04  2.849902e-04
346.5  2.219972e-05  1.842014e-04  2.812843e-04
346.6  2.199258e-05  1.783662e-04  2.731571e-04
346.6  2.143996e-05  1.735968e-04  2.642918e-04
346.6  2.076748e-05  1.685901e-04  2.578825e-04
346.7  2.064270e-05  1.668220e-04  2.546892e-04
346.7  1.981188e-05  1.615140e-04  2.469824e-04
346.7  1.967314e-05  1.596556e-04  2.432108e-04
346.8  1.921518e-05  1.552550e-04  2.365005e-04
346.8  1.890024e-05  1.511727e-04  2.291076e-04
346.8  1.811367e-05  1.481766e-04  2.258504e-04
346.9  1.821671e-05  1.455159e-04  2.211793e-04
346.9  1.765762e-05  1.403357e-04  2.127660e-04
346.9  1.714415e-05  1.368533e-04  2.073491e-04
347.0  1.674150e-05  1.350424e-04  2.045111e-04
347.0  1.659460e-05  1.323268e-04  2.002676e-04
347.0  1.638555e-05  1.294633e-04  1.958760e-04
347.1  1.585062e-05  1.265321e-04  1.906577e-04
347.1  1.592316e-05  1.255364e-04  1.894134e-04
347.1  1.542535e-05  1.223980e-04  1.844144e-04
347.2  1.534535e-05  1.199937e-04  1.800632e-04
347.2  1.487957e-05  1.156873e-04  1.746437e-04
347.2  1.452236e-05  1.146813e-04  1.715714e-04
347.3  1.466778e-05  1.135258e-04  1.701951e-04
347.3  1.450911e-05  1.126965e-04  1.695200e-04
347.3  1.399668e-05  1.079243e-04  1.624410e-04
347.4  1.348233e-05  1.060083e-04  1.584471e-04
347.4  1.357415e-05  1.026646e-04  1.538694e-04
347.4  1.332710e-05  1.016499e-04  1.511045e-04
347.5  1.295615e-05  9.793325e-05  1.472867e-04
347.5  1.224957e-05  9.675099e-05  1.450557e-04
347.5  1.230750e-05  9.412087e-05  1.417277e-04
347.6  1.184457e-05  9.299305e-05  1.400340e-04
347.6  1.188185e-05  9.298175e-05  1.395590e-04
347.6  1.199102e-05  9.032138e-05  1.357197e-04
347.7  1.129758e-05  8.719002e-05  1.315716e-04
347.7  1.118419e-05  8.672957e-05  1.300048e-04
347.7  1.152245e-05  8.447891e-05  1.249129e-04
347.8  1.096131e-05  8.302608e-05  1.244704e-04
347.8  1.152929e-05  8.211478e-05  1.216259e-04
347.8  1.086883e-05  7.934476e-05  1.186999e-04
347.9  1.041982e-05  7.722002e-05  1.152793e-04
347.9  1.035601e-05  7.672328e-05  1.143980e-04
347.9  1.017632e-05  7.655385e-05  1.147751e-04
348.0  1.040289e-05  7.734043e-05  1.143930e-04
348.0  1.021802e-05  7.492145e-05  1.112283e-04
348.0  9.859315e-06  7.157708e-05  1.062513e-04
348.1  1.023078e-05  7.235731e-05  1.065249e-04
348.1  9.328189e-06  7.043255e-05  1.068772e-04
348.1  9.486508e-06  6.766384e-05  1.012569e-04
348.2  9.520801e-06  6.880093e-05  1.026577e-04
348.2  9.304255e-06  6.689524e-05  1.008248e-04
348.2  8.911885e-06  6.292866e-05  9.215366e-05
348.3  8.717325e-06  6.431389e-05  9.763382e-05
348.3  8.771548e-06  6.303055e-05  9.483704e-05
348.3  8.329165e-06  6.092441e-05  9.205418e-05
348.4  8.856395e-06  6.118964e-05  8.831523e-05
348.4  8.292450e-06  5.867830e-05  8.881228e-05
348.4  8.556202e-06  5.977315e-05  8.919486e-05
348.5  8.356360e-06  5.781815e-05  8.770823e-05
348.5  7.605477e-06  5.576853e-05  8.478556e-05
348.5  7.814828e-06  5.617036e-05  8.554730e-05
348.6  7.120003e-06  5.341882e-05  8.171250e-05
348.6  7.041436e-06  5.214064e-05  7.825441e-05
348.6  6.905770e-06  5.012326e-05  7.728003e-05
348.7  6.862553e-06  5.107977e-05  7.663296e-05
348.7  7.507750e-06  5.262032e-05  8.003232e-05
348.7  6.834527e-06  4.758352e-05  7.316945e-05
348.7  6.389543e-06  4.439180e-05  7.065513e-05
348.8  6.334301e-06  4.437101e-05  6.870029e-05
348.8  6.467424e-06  4.638356e-05  7.203288e-05
348.8  6.453537e-06  4.363134e-05  6.575609e-05
348.9  6.259019e-06  4.231069e-05  6.565048e-05
348.9  5.899807e-06  4.174631e-05  6.497543e-05
348.9  5.901886e-06  4.047637e-05  6.392952e-05
349.0  5.480254e-06  4.342241e-05  6.983870e-05
349.0  5.899689e-06  3.842642e-05  6.282592e-05
349.0  5.791516e-06  3.875496e-05  6.295097e-05
349.1  5.284156e-06  3.848610e-05  6.317240e-05
349.1  5.246767e-06  3.578690e-05  5.965370e-05
349.1  5.150035e-06  3.862505e-05  6.253840e-05
349.2  5.419752e-06  3.699261e-05  6.038234e-05
349.2  4.887519e-06  3.576189e-05  6.073708e-05
349.2  4.905024e-06  3.380228e-05  5.680422e-05
349.3  4.844116e-06  3.573645e-05  5.999497e-05
349.3  4.252397e-06  3.255524e-05  5.314168e-05
349.3  4.401849e-06  3.204952e-05  5.378610e-05
349.4  4.363151e-06  3.207034e-05  5.448740e-05
349.4  3.590176e-06  3.446178e-05  5.683854e-05
349.4  3.477257e-06  3.480043e-05  5.801582e-05
349.5  3.594009e-06  3.727229e-05  6.135434e-05
349.5  3.484267e-06  3.531913e-05  5.897387e-05
349.6  3.841755e-06  3.907769e-05  6.429882e-05
349.6  3.785233e-06  3.761748e-05  6.316454e-05
349.6  3.931564e-06  3.829970e-05  6.388817e-05
349.7  3.662140e-06  3.835059e-05  6.409370e-05
349.7  4.112016e-06  3.978559e-05  6.429378e-05
349.7  4.153956e-06  3.958027e-05  6.444841e-05
349.8  4.055255e-06  4.063106e-05  6.864889e-05
349.8  4.456186e-06  4.337977e-05  7.180345e-05
349.8  4.176484e-06  3.997845e-05  6.646483e-05
349.9  4.695480e-06  4.320994e-05  7.285444e-05
349.9  5.000716e-06  4.345512e-05  7.133934e-05
349.9  4.777373e-06  4.430833e-05  7.283858e-05
350.0  4.632846e-06  4.511377e-05  7.436667e-05
350.0  4.607469e-06  4.576635e-05  7.897303e-05
350.1  4.802872e-06  4.680100e-05  7.795208e-05
350.1  4.790353e-06  4.762740e-05  8.036455e-05
350.1  5.048148e-06  4.862560e-05  8.085229e-05
350.2  5.434682e-06  5.050720e-05  8.208859e-05
350.2  5.275449e-06  5.013072e-05  8.334149e-05
350.2  5.214332e-06  5.216753e-05  8.599001e-05
350.3  5.239666e-06  5.130134e-05  8.581640e-05
350.3  6.008208e-06  5.241805e-05  8.551285e-05
350.3  5.390538e-06  5.459826e-05  9.241484e-05
350.4  5.765957e-06  5.422545e-05  8.873300e-05
350.4  5.682034e-06  5.734389e-05  9.402034e-05
350.4  5.893597e-06  5.781222e-05  9.472807e-05
350.5  5.960798e-06  5.763317e-05  9.371919e-05
350.5  6.419798e-06  5.881254e-05  9.626294e-05
350.6  6.423364e-06  6.252795e-05  1.020164e-04
350.6  5.985891e-06  6.179599e-05  1.025407e-04
350.6  6.264176e-06  6.170380e-05  1.002087e-04
350.7  6.586876e-06  6.500178e-05  1.066014e-04
350.7  6.554924e-06  6.489369e-05  1.074901e-04
350.7  6.855550e-06  6.516842e-05  1.073373e-04
350.8  6.729007e-06  6.526748e-05  1.067767e-04
350.8  6.594879e-06  6.856170e-05  1.138998e-04
350.8  6.810272e-06  6.862951e-05  1.128708e-04
350.9  7.347607e-06  7.017522e-05  1.162544e-04
350.9  7.502208e-06  6.964700e-05  1.147395e-04
350.9  7.199960e-06  7.056303e-05  1.190122e-04
351.0  7.004256e-06  7.190775e-05  1.197416e-04
351.0  7.253500e-06  7.343533e-05  1.216886e-04
351.1  7.955746e-06  7.486487e-05  1.234518e-04
351.1  7.974859e-06  7.705039e-05  1.270630e-04
351.1  7.851605e-06  7.873783e-05  1.300684e-04
351.2  7.938937e-06  7.790059e-05  1.275328e-04
351.2  7.896639e-06  7.883139e-05  1.303230e-04
351.2  8.484805e-06  7.988957e-05  1.334759e-04
351.3  8.680642e-06  8.358931e-05  1.376934e-04
351.3  8.831983e-06  8.396988e-05  1.379427e-04
351.3  8.909701e-06  8.592805e-05  1.409291e-04
351.4  8.633868e-06  8.574298e-05  1.420318e-04
351.4  9.019615e-06  8.715548e-05  1.441597e-04
351.4  9.313555e-06  8.693782e-05  1.430588e-04
351.5  9.597383e-06  9.166308e-05  1.514976e-04
351.5  9.767782e-06  9.164406e-05  1.515312e-04
351.6  9.437175e-06  9.245470e-05  1.530086e-04
351.6  1.004308e-05  9.484124e-05  1.563973e-04
351.6  1.011553e-05  9.472762e-05  1.542845e-04
351.7  1.017055e-05  9.782455e-05  1.607917e-04
351.7  1.067214e-05  9.874662e-05  1.629208e-04
351.7  1.082824e-05  1.008693e-04  1.650708e-04
351.8  1.080557e-05  1.027479e-04  1.689414e-04
351.8  1.086411e-05  1.058255e-04  1.741779e-04
351.8  1.096710e-05  1.075015e-04  1.775418e-04
351.9  1.110026e-05  1.066895e-04  1.764390e-04
351.9  1.163826e-05  1.092348e-04  1.798993e-04
351.9  1.161012e-05  1.128833e-04  1.857157e-04
352.0  1.159446e-05  1.126355e-04  1.858399e-04
352.0  1.163087e-05  1.144256e-04  1.881107e-04
352.0  1.229863e-05  1.154713e-04  1.897767e-04
352.1  1.203862e-05  1.175180e-04  1.933956e-04
352.1  1.254513e-05  1.192524e-04  1.971263e-04
352.2  1.295643e-05  1.225776e-04  1.987435e-04
352.2  1.255242e-05  1.221381e-04  2.016235e-04
352.2  1.350024e-05  1.247665e-04  2.046231e-04
352.3  1.321247e-05  1.271601e-04  2.082562e-04
352.3  1.350463e-05  1.285396e-04  2.119044e-04
352.3  1.353338e-05  1.306430e-04  2.149019e-04
352.4  1.376662e-05  1.318938e-04  2.171280e-04
352.4  1.416314e-05  1.339823e-04  2.206991e-04
352.4  1.436042e-05  1.382700e-04  2.260569e-04
352.5  1.458857e-05  1.385280e-04  2.274625e-04
352.5  1.466435e-05  1.384115e-04  2.297870e-04
352.5  1.474468e-05  1.412089e-04  2.327567e-04
352.6  1.567733e-05  1.449333e-04  2.380549e-04
352.6  1.550672e-05  1.453155e-04  2.389465e-04
352.6  1.571594e-05  1.485586e-04  2.436773e-04
352.7  1.614854e-05  1.514728e-04  2.476841e-04
352.7  1.606833e-05  1.532888e-04  2.525103e-04
352.8  1.674255e-05  1.545849e-04  2.528207e-04
352.8  1.690561e-05  1.593541e-04  2.617167e-04
352.8  1.701867e-05  1.589863e-04  2.622145e-04
352.9  1.738453e-05  1.618468e-04  2.659816e-04
352.9  1.750691e-05  1.652364e-04  2.707000e-04
352.9  1.796316e-05  1.692292e-04  2.767031e-04
353.0  1.842166e-05  1.712787e-04  2.811672e-04
353.0  1.811686e-05  1.738524e-04  2.853295e-04
353.0  1.879311e-05  1.770277e-04  2.910374e-04
353.1  1.885766e-05  1.754067e-04  2.888291e-04
353.1  1.899209e-05  1.821277e-04  2.993793e-04
353.1  1.974668e-05  1.826867e-04  2.991422e-04
353.2  1.949740e-05  1.846182e-04  3.035653e-04
353.2  1.978612e-05  1.887420e-04  3.094610e-04
353.2  2.027999e-05  1.937879e-04  3.173880e-04
353.3  2.084766e-05  1.925526e-04  3.144963e-04
353.3  2.140450e-05  1.996760e-04  3.244487e-04
353.4  2.133656e-05  2.011807e-04  3.291820e-04
353.4  2.147514e-05  2.023964e-04  3.311324e-04
353.4  2.127727e-05  2.046168e-04  3.350439e-04
353.5  2.222832e-05  2.080410e-04  3.411425e-04
353.5  2.256915e-05  2.105142e-04  3.448002e-04
353.5  2.296053e-05  2.149518e-04  3.499838e-04
353.6  2.378472e-05  2.194311e-04  3.575865e-04
353.6  2.352388e-05  2.195739e-04  3.594726e-04
353.6  2.384955e-05  2.232586e-04  3.660795e-04
353.7  2.455816e-05  2.255950e-04  3.696241e-04
353.7  2.493267e-05  2.308426e-04  3.770858e-04
353.7  2.476700e-05  2.321847e-04  3.804102e-04
353.8  2.528556e-05  2.370129e-04  3.886354e-04
353.8  2.611654e-05  2.427132e-04  3.967538e-04
353.8  2.653431e-05  2.473477e-04  4.029789e-04
353.9  2.697512e-05  2.483033e-04  4.079883e-04
353.9  2.708540e-05  2.524673e-04  4.136088e-04
354.0  2.733058e-05  2.525065e-04  4.142682e-04
354.0  2.792712e-05  2.579432e-04  4.219170e-04
354.0  2.825755e-05  2.616436e-04  4.274369e-04
354.1  2.864674e-05  2.651830e-04  4.345456e-04
354.1  2.958974e-05  2.715100e-04  4.431614e-04
354.1  3.009401e-05  2.753222e-04  4.491901e-04
354.2  3.028943e-05  2.794514e-04  4.570433e-04
354.2  3.047992e-05  2.822614e-04  4.604397e-04
354.2  3.121235e-05  2.863316e-04  4.678740e-04
354.3  3.166177e-05  2.929073e-04  4.783966e-04
354.3  3.227992e-05  2.981273e-04  4.859330e-04
354.3  3.234903e-05  3.006652e-04  4.913815e-04
354.4  3.255742e-05  3.019530e-04  4.940905e-04
354.4  3.351132e-05  3.086533e-04  5.044641e-04
354.4  3.430299e-05  3.131108e-04  5.111802e-04
354.5  3.446742e-05  3.171054e-04  5.177195e-04
354.5  3.492723e-05  3.223769e-04  5.259461e-04
354.6  3.544953e-05  3.288186e-04  5.364813e-04
354.6  3.606347e-05  3.314150e-04  5.414127e-04
354.6  3.650982e-05  3.379081e-04  5.510550e-04
354.7  3.689797e-05  3.428207e-04  5.602956e-04
354.7  3.807782e-05  3.474817e-04  5.661211e-04
354.7  3.851585e-05  3.527125e-04  5.748075e-04
354.8  3.891626e-05  3.572173e-04  5.834131e-04
354.8  3.962022e-05  3.636381e-04  5.929493e-04
354.8  4.021249e-05  3.702747e-04  6.031367e-04
354.9  4.043873e-05  3.740819e-04  6.115307e-04
354.9  4.142702e-05  3.809882e-04  6.204402e-04
354.9  4.190167e-05  3.850208e-04  6.291592e-04
355.0  4.254754e-05  3.935569e-04  6.409215e-04
355.0  4.342725e-05  3.970345e-04  6.467610e-04
355.0  4.381316e-05  4.037811e-04  6.569263e-04
355.1  4.453808e-05  4.088779e-04  6.673060e-04
355.1  4.553814e-05  4.144884e-04  6.759721e-04
355.1  4.633474e-05  4.197132e-04  6.840367e-04
355.2  4.724145e-05  4.288828e-04  6.982860e-04
355.2  4.754309e-05  4.347394e-04  7.084096e-04
355.3  4.849409e-05  4.422949e-04  7.213866e-04
355.3  4.936061e-05  4.513133e-04  7.329821e-04
355.3  5.017441e-05  4.574304e-04  7.447601e-04
