wav, nm;  tau[toa:10km];  tau[toa:2km];  tau[toa:0km]
371.4  8.238773e-07  8.436408e-06  1.473807e-05
371.4  9.479518e-07  8.310090e-06  1.515667e-05
371.5  7.429166e-07  8.312761e-06  1.480016e-05
371.5  9.840245e-07  8.616221e-06  1.548599e-05
371.5  8.442803e-07  9.715525e-06  1.711437e-05
371.6  8.313512e-07  9.120420e-06  1.630770e-05
371.6  9.984679e-07  9.330925e-06  1.618843e-05
371.6  1.015266e-06  9.905773e-06  1.665872e-05
371.7  8.252135e-07  1.015198e-05  1.762746e-05
371.7  8.310263e-07  1.041235e-05  1.833374e-05
371.7  9.786961e-07  1.098167e-05  1.905787e-05
371.8  1.034527e-06  1.054961e-05  1.843332e-05
371.8  1.137487e-06  1.140016e-05  2.020179e-05
371.8  1.133456e-06  1.085758e-05  1.878456e-05
371.8  1.056010e-06  1.166997e-05  1.997094e-05
371.9  1.119074e-06  1.178051e-05  2.003248e-05
371.9  1.141451e-06  1.146686e-05  1.965814e-05
371.9  1.000057e-06  1.173975e-05  2.057713e-05
372.0  1.150312e-06  1.242908e-05  2.154450e-05
372.0  1.125031e-06  1.194132e-05  2.028873e-05
372.0  1.274642e-06  1.204533e-05  2.093027e-05
372.1  1.133534e-06  1.148677e-05  1.979024e-05
372.1  1.281273e-06  1.270994e-05  2.174884e-05
372.1  1.169288e-06  1.173579e-05  2.057373e-05
372.2  1.307659e-06  1.306891e-05  2.206504e-05
372.2  1.252617e-06  1.292181e-05  2.233768e-05
372.2  1.113420e-06  1.223617e-05  2.165080e-05
372.3  1.166083e-06  1.363290e-05  2.390705e-05
372.3  1.233312e-06  1.290683e-05  2.291534e-05
372.3  1.166577e-06  1.382515e-05  2.469245e-05
372.4  1.112789e-06  1.395239e-05  2.467786e-05
372.4  1.292149e-06  1.324606e-05  2.296440e-05
372.4  1.163423e-06  1.401665e-05  2.461583e-05
372.5  1.178798e-06  1.408188e-05  2.488098e-05
372.5  1.161169e-06  1.465046e-05  2.569574e-05
372.5  1.225964e-06  1.533468e-05  2.703832e-05
372.6  1.404351e-06  1.507356e-05  2.660817e-05
372.6  1.337417e-06  1.531574e-05  2.673483e-05
372.6  1.180084e-06  1.344357e-05  2.419053e-05
372.7  1.226271e-06  1.533011e-05  2.705407e-05
372.7  1.391602e-06  1.626354e-05  2.848900e-05
372.7  1.375373e-06  1.634714e-05  2.821836e-05
372.8  1.364867e-06  1.654400e-05  2.881433e-05
372.8  1.406689e-06  1.763004e-05  3.076498e-05
372.8  1.404459e-06  1.729842e-05  2.950564e-05
372.9  1.622603e-06  1.732574e-05  3.044100e-05
372.9  1.602050e-06  1.765163e-05  3.131321e-05
372.9  1.692343e-06  1.864969e-05  3.223362e-05
372.9  1.805625e-06  1.936923e-05  3.306057e-05
373.0  1.854598e-06  2.048017e-05  3.502770e-05
373.0  2.016745e-06  1.989200e-05  3.383282e-05
373.0  1.967875e-06  2.044075e-05  3.503776e-05
373.1  1.956448e-06  2.063016e-05  3.546721e-05
373.1  2.111349e-06  2.115144e-05  3.662680e-05
373.1  2.080014e-06  2.149155e-05  3.666529e-05
373.2  2.140402e-06  2.210126e-05  3.826546e-05
373.2  2.209074e-06  2.312114e-05  3.983918e-05
373.2  2.247827e-06  2.295185e-05  3.940116e-05
373.3  2.417971e-06  2.420858e-05  4.094241e-05
373.3  2.209663e-06  2.411849e-05  4.244124e-05
373.3  2.505938e-06  2.516649e-05  4.332374e-05
373.4  2.436979e-06  2.546905e-05  4.388012e-05
373.4  2.525459e-06  2.589106e-05  4.440517e-05
373.4  2.456264e-06  2.604531e-05  4.500447e-05
373.5  2.603850e-06  2.725023e-05  4.683955e-05
373.5  2.705443e-06  2.744805e-05  4.696755e-05
373.5  2.673527e-06  2.679159e-05  4.604727e-05
373.6  2.804629e-06  2.844689e-05  4.909644e-05
373.6  2.561025e-06  2.783909e-05  4.836082e-05
373.6  2.944504e-06  2.923217e-05  4.970839e-05
373.7  2.923141e-06  2.914520e-05  5.032987e-05
373.7  3.011523e-06  3.032039e-05  5.107903e-05
373.7  3.067076e-06  3.093834e-05  5.298104e-05
373.8  3.095800e-06  3.101432e-05  5.329413e-05
373.8  3.071737e-06  3.149624e-05  5.438780e-05
373.8  3.213272e-06  3.183856e-05  5.473185e-05
373.8  3.266406e-06  3.361470e-05  5.736846e-05
373.9  3.336265e-06  3.366718e-05  5.747710e-05
373.9  3.414550e-06  3.387798e-05  5.798024e-05
373.9  3.374086e-06  3.504429e-05  6.070703e-05
374.0  3.355400e-06  3.566618e-05  6.149699e-05
374.0  3.514406e-06  3.589193e-05  6.191225e-05
374.0  3.672363e-06  3.709746e-05  6.406288e-05
374.1  3.785669e-06  3.872044e-05  6.634061e-05
374.1  3.676096e-06  3.953204e-05  6.754022e-05
374.1  3.676829e-06  3.942801e-05  6.741776e-05
374.2  3.797199e-06  4.030752e-05  6.974099e-05
374.2  4.040317e-06  4.172398e-05  7.187062e-05
374.2  3.847683e-06  4.165590e-05  7.179383e-05
374.3  4.054566e-06  4.325929e-05  7.407384e-05
374.3  4.188130e-06  4.402733e-05  7.573598e-05
374.3  4.199340e-06  4.502865e-05  7.761457e-05
374.4  4.294929e-06  4.632669e-05  8.003133e-05
374.4  4.496559e-06  4.702220e-05  8.030953e-05
374.4  4.419915e-06  4.803316e-05  8.235851e-05
374.5  4.566125e-06  4.874287e-05  8.285661e-05
374.5  4.706305e-06  5.030057e-05  8.622139e-05
374.5  4.755759e-06  5.102433e-05  8.752931e-05
374.6  4.992492e-06  5.236465e-05  8.945777e-05
374.6  4.990444e-06  5.165314e-05  8.917762e-05
374.6  5.012963e-06  5.378528e-05  9.258542e-05
374.7  5.358226e-06  5.587372e-05  9.485818e-05
374.7  5.293949e-06  5.643086e-05  9.657220e-05
374.7  5.431122e-06  5.728597e-05  9.830320e-05
374.7  5.547610e-06  5.914295e-05  1.010555e-04
374.8  5.742431e-06  6.021729e-05  1.032729e-04
374.8  5.842110e-06  6.120944e-05  1.050668e-04
374.8  5.947926e-06  6.271503e-05  1.071252e-04
374.9  5.892406e-06  6.419394e-05  1.099377e-04
374.9  6.279851e-06  6.600796e-05  1.127366e-04
374.9  6.402641e-06  6.780717e-05  1.158348e-04
375.0  6.560862e-06  6.969881e-05  1.189729e-04
375.0  6.648518e-06  7.097303e-05  1.214553e-04
375.0  6.858085e-06  7.310831e-05  1.245459e-04
375.1  6.988962e-06  7.492199e-05  1.275466e-04
375.1  7.187124e-06  7.591438e-05  1.301189e-04
375.1  7.446102e-06  7.943331e-05  1.353157e-04
375.2  7.591849e-06  8.070548e-05  1.372803e-04
375.2  7.925188e-06  8.239533e-05  1.404259e-04
375.2  8.118370e-06  8.518814e-05  1.448186e-04
375.3  8.260057e-06  8.735470e-05  1.487220e-04
375.3  8.439982e-06  8.961319e-05  1.524968e-04
375.3  8.647375e-06  9.138389e-05  1.552420e-04
375.4  8.898682e-06  9.447643e-05  1.604570e-04
375.4  9.092734e-06  9.714039e-05  1.647879e-04
375.4  9.343299e-06  9.833273e-05  1.673918e-04
375.4  9.761232e-06  1.017935e-04  1.719443e-04
375.5  9.886802e-06  1.049182e-04  1.776047e-04
375.5  9.984368e-06  1.061774e-04  1.802526e-04
375.5  1.034530e-05  1.102408e-04  1.870322e-04
375.6  1.059897e-05  1.120375e-04  1.896374e-04
375.6  1.090761e-05  1.155879e-04  1.950026e-04
375.6  1.120930e-05  1.174929e-04  1.992598e-04
375.7  1.165909e-05  1.209786e-04  2.051729e-04
375.7  1.197710e-05  1.246942e-04  2.109162e-04
375.7  1.216299e-05  1.279001e-04  2.159196e-04
375.8  1.282867e-05  1.317370e-04  2.221023e-04
375.8  1.288891e-05  1.351904e-04  2.278653e-04
375.8  1.351697e-05  1.381089e-04  2.328830e-04
375.9  1.378833e-05  1.416154e-04  2.384124e-04
375.9  1.409238e-05  1.456388e-04  2.458183e-04
375.9  1.448649e-05  1.494065e-04  2.512397e-04
376.0  1.515863e-05  1.540007e-04  2.589220e-04
376.0  1.542096e-05  1.585759e-04  2.674265e-04
376.0  1.579958e-05  1.625523e-04  2.737450e-04
376.1  1.626060e-05  1.669649e-04  2.809381e-04
376.1  1.686157e-05  1.720434e-04  2.889898e-04
376.1  1.753985e-05  1.763535e-04  2.959028e-04
376.1  1.804784e-05  1.817856e-04  3.042776e-04
376.2  1.854632e-05  1.867756e-04  3.125132e-04
376.2  1.912106e-05  1.924154e-04  3.219950e-04
376.2  1.955433e-05  1.975086e-04  3.310817e-04
376.3  2.023310e-05  2.028802e-04  3.385789e-04
376.3  2.075183e-05  2.082868e-04  3.482639e-04
376.3  2.150534e-05  2.146262e-04  3.585912e-04
376.4  2.201810e-05  2.204718e-04  3.681197e-04
376.4  2.288654e-05  2.268971e-04  3.781119e-04
376.4  2.358130e-05  2.337440e-04  3.888020e-04
376.5  2.423401e-05  2.404992e-04  4.005626e-04
376.5  2.509292e-05  2.464247e-04  4.100904e-04
376.5  2.583926e-05  2.542223e-04  4.221984e-04
376.6  2.670326e-05  2.613717e-04  4.338477e-04
376.6  2.747413e-05  2.684823e-04  4.454086e-04
376.6  2.824806e-05  2.754382e-04  4.565126e-04
376.7  2.914475e-05  2.828348e-04  4.685205e-04
376.7  2.983338e-05  2.901069e-04  4.807750e-04
376.7  3.087325e-05  2.985800e-04  4.945720e-04
376.7  3.166317e-05  3.067737e-04  5.075315e-04
376.8  3.275445e-05  3.155357e-04  5.208169e-04
376.8  3.364687e-05  3.240680e-04  5.350020e-04
376.8  3.487164e-05  3.330337e-04  5.493089e-04
376.9  3.579658e-05  3.413376e-04  5.629711e-04
376.9  3.696785e-05  3.525424e-04  5.808245e-04
376.9  3.796890e-05  3.609496e-04  5.944540e-04
377.0  3.919466e-05  3.724618e-04  6.123147e-04
377.0  4.024099e-05  3.817051e-04  6.276836e-04
377.0  4.160959e-05  3.933680e-04  6.457150e-04
377.1  4.279757e-05  4.035630e-04  6.619630e-04
377.1  4.423855e-05  4.138764e-04  6.785554e-04
377.1  4.553121e-05  4.259437e-04  6.976818e-04
377.2  4.687513e-05  4.379974e-04  7.163909e-04
377.2  4.832257e-05  4.489717e-04  7.339408e-04
377.2  4.977544e-05  4.618712e-04  7.539656e-04
377.3  5.129352e-05  4.748792e-04  7.743320e-04
377.3  5.289690e-05  4.875647e-04  7.935117e-04
377.3  5.435897e-05  5.006092e-04  8.155992e-04
377.3  5.601344e-05  5.130427e-04  8.348175e-04
377.4  5.770142e-05  5.280445e-04  8.584763e-04
377.4  5.935961e-05  5.421043e-04  8.800768e-04
377.4  6.118534e-05  5.560779e-04  9.020378e-04
377.5  6.289955e-05  5.706980e-04  9.252783e-04
377.5  6.487886e-05  5.844696e-04  9.468770e-04
377.5  6.672568e-05  6.009690e-04  9.731766e-04
377.6  6.862188e-05  6.165711e-04  9.974703e-04
377.6  7.072887e-05  6.314097e-04  1.020526e-03
377.6  7.286922e-05  6.482831e-04  1.046816e-03
377.7  7.476285e-05  6.654994e-04  1.074392e-03
377.7  7.677277e-05  6.821040e-04  1.099709e-03
377.7  7.891465e-05  6.989160e-04  1.125861e-03
377.8  8.117671e-05  7.175198e-04  1.154717e-03
377.8  8.352851e-05  7.353337e-04  1.182175e-03
377.8  8.573833e-05  7.515009e-04  1.208436e-03
377.9  8.816706e-05  7.716813e-04  1.239618e-03
377.9  9.054897e-05  7.911897e-04  1.269776e-03
377.9  9.305211e-05  8.110271e-04  1.300001e-03
377.9  9.557364e-05  8.302819e-04  1.329436e-03
378.0  9.809211e-05  8.499547e-04  1.360810e-03
378.0  1.008277e-04  8.689722e-04  1.390588e-03
378.0  1.032570e-04  8.907219e-04  1.423416e-03
378.1  1.061455e-04  9.116694e-04  1.455643e-03
378.1  1.088790e-04  9.332919e-04  1.488890e-03
378.1  1.118208e-04  9.561895e-04  1.524774e-03
378.2  1.147934e-04  9.777952e-04  1.557534e-03
378.2  1.175020e-04  9.994868e-04  1.591445e-03
378.2  1.205375e-04  1.023523e-03  1.628218e-03
378.3  1.237433e-04  1.046463e-03  1.663674e-03
378.3  1.267481e-04  1.071406e-03  1.701403e-03
378.3  1.299998e-04  1.092697e-03  1.733800e-03
378.4  1.332839e-04  1.117389e-03  1.771527e-03
378.4  1.365833e-04  1.141596e-03  1.808596e-03
378.4  1.401160e-04  1.166881e-03  1.846915e-03
378.4  1.433847e-04  1.191930e-03  1.884577e-03
378.5  1.468391e-04  1.215526e-03  1.920987e-03
378.5  1.503410e-04  1.241653e-03  1.959899e-03
378.5  1.540916e-04  1.268629e-03  2.000849e-03
378.6  1.575000e-04  1.293617e-03  2.038872e-03
378.6  1.610803e-04  1.321369e-03  2.079332e-03
378.6  1.647832e-04  1.345493e-03  2.115973e-03
378.7  1.684401e-04  1.371201e-03  2.155310e-03
378.7  1.722996e-04  1.398830e-03  2.196492e-03
378.7  1.758323e-04  1.423986e-03  2.234088e-03
378.8  1.799081e-04  1.449191e-03  2.272701e-03
378.8  1.833947e-04  1.475932e-03  2.312994e-03
378.8  1.870210e-04  1.502355e-03  2.352203e-03
378.9  1.909112e-04  1.528820e-03  2.390984e-03
378.9  1.945051e-04  1.551970e-03  2.425586e-03
378.9  1.983953e-04  1.578693e-03  2.465812e-03
378.9  2.020676e-04  1.603531e-03  2.502323e-03
379.0  2.058488e-04  1.629407e-03  2.541234e-03
379.0  2.096147e-04  1.655384e-03  2.578635e-03
379.0  2.132087e-04  1.678470e-03  2.612875e-03
379.1  2.167566e-04  1.703077e-03  2.649452e-03
379.1  2.202263e-04  1.725866e-03  2.683396e-03
379.1  2.238986e-04  1.750705e-03  2.719907e-03
379.2  2.272286e-04  1.773748e-03  2.754575e-03
379.2  2.308379e-04  1.796220e-03  2.787435e-03
379.2  2.342769e-04  1.819852e-03  2.821973e-03
379.3  2.376530e-04  1.841183e-03  2.853220e-03
379.3  2.408434e-04  1.864223e-03  2.887166e-03
379.3  2.442501e-04  1.884582e-03  2.917097e-03
379.4  2.473776e-04  1.905385e-03  2.948115e-03
379.4  2.506447e-04  1.925933e-03  2.978408e-03
379.4  2.540054e-04  1.947621e-03  3.009591e-03
379.4  2.565115e-04  1.966686e-03  3.037682e-03
379.5  2.597156e-04  1.984933e-03  3.064686e-03
379.5  2.624855e-04  2.004234e-03  3.093434e-03
379.5  2.652861e-04  2.022435e-03  3.120142e-03
379.6  2.679624e-04  2.040404e-03  3.146917e-03
379.6  2.709026e-04  2.058223e-03  3.172179e-03
379.6  2.733304e-04  2.075536e-03  3.198000e-03
379.7  2.758041e-04  2.091265e-03  3.221123e-03
379.7  2.780139e-04  2.107143e-03  3.245758e-03
379.7  2.806749e-04  2.125470e-03  3.272467e-03
379.8  2.828064e-04  2.139275e-03  3.293025e-03
379.8  2.850316e-04  2.154347e-03  3.315194e-03
379.8  2.873810e-04  2.169715e-03  3.337660e-03
379.8  2.891397e-04  2.182825e-03  3.358414e-03
379.9  2.913495e-04  2.198190e-03  3.380157e-03
379.9  2.932324e-04  2.211467e-03  3.400484e-03
379.9  2.951307e-04  2.224195e-03  3.419791e-03
380.0  2.967651e-04  2.236623e-03  3.438080e-03
380.0  2.988030e-04  2.249097e-03  3.456664e-03
380.0  3.002194e-04  2.259898e-03  3.472683e-03
380.1  3.020394e-04  2.270553e-03  3.487912e-03
380.1  3.036108e-04  2.280615e-03  3.502549e-03
380.1  3.049183e-04  2.290635e-03  3.517614e-03
380.2  3.060692e-04  2.296893e-03  3.526692e-03
380.2  3.073137e-04  2.304482e-03  3.537744e-03
380.2  3.083250e-04  2.310673e-03  3.545739e-03
380.3  3.088698e-04  2.314709e-03  3.551233e-03
380.3  3.096785e-04  2.318659e-03  3.555576e-03
380.3  3.101910e-04  2.319422e-03  3.556463e-03
380.3  3.106575e-04  2.321705e-03  3.559687e-03
380.4  3.104242e-04  2.320371e-03  3.556991e-03
380.4  3.104855e-04  2.318172e-03  3.552912e-03
380.4  3.102200e-04  2.313565e-03  3.545610e-03
380.5  3.096752e-04  2.309336e-03  3.539032e-03
380.5  3.087882e-04  2.303121e-03  3.529526e-03
380.5  3.079795e-04  2.298529e-03  3.521568e-03
380.6  3.069052e-04  2.289779e-03  3.508838e-03
380.6  3.059246e-04  2.282040e-03  3.496274e-03
380.6  3.045865e-04  2.273119e-03  3.483249e-03
380.7  3.035275e-04  2.263627e-03  3.468414e-03
380.7  3.019255e-04  2.254279e-03  3.453648e-03
380.7  3.004154e-04  2.242275e-03  3.436378e-03
380.7  2.988287e-04  2.232699e-03  3.422399e-03
380.8  2.974275e-04  2.221348e-03  3.405360e-03
380.8  2.954833e-04  2.210076e-03  3.388027e-03
380.8  2.941128e-04  2.197819e-03  3.370034e-03
380.9  2.919353e-04  2.185342e-03  3.350728e-03
380.9  2.904099e-04  2.173566e-03  3.332670e-03
380.9  2.883244e-04  2.158241e-03  3.309777e-03
381.0  2.857263e-04  2.142473e-03  3.287803e-03
381.0  2.834859e-04  2.127758e-03  3.265569e-03
381.0  2.809032e-04  2.110991e-03  3.240046e-03
381.1  2.782422e-04  2.092472e-03  3.212252e-03
381.1  2.754876e-04  2.072943e-03  3.184292e-03
381.1  2.730752e-04  2.055016e-03  3.157090e-03
381.1  2.700720e-04  2.034381e-03  3.125646e-03
381.2  2.670535e-04  2.014489e-03  3.096306e-03
381.2  2.635838e-04  1.991827e-03  3.063085e-03
381.2  2.602537e-04  1.968912e-03  3.029139e-03
381.3  2.564572e-04  1.943714e-03  2.991971e-03
381.3  2.528632e-04  1.920564e-03  2.957369e-03
381.3  2.490190e-04  1.892642e-03  2.916613e-03
381.4  2.453621e-04  1.867254e-03  2.879083e-03
381.4  2.417835e-04  1.843105e-03  2.840931e-03
381.4  2.376600e-04  1.815562e-03  2.800900e-03
381.5  2.336762e-04  1.787637e-03  2.759423e-03
381.5  2.297707e-04  1.761529e-03  2.720577e-03
381.5  2.258806e-04  1.734871e-03  2.680712e-03
381.5  2.222236e-04  1.709355e-03  2.642458e-03
381.6  2.182245e-04  1.681915e-03  2.601639e-03
381.6  2.142560e-04  1.653376e-03  2.558780e-03
381.6  2.103658e-04  1.626718e-03  2.518915e-03
381.7  2.063514e-04  1.599764e-03  2.478754e-03
381.7  2.028340e-04  1.574059e-03  2.440138e-03
381.7  1.988349e-04  1.546427e-03  2.398235e-03
381.8  1.951933e-04  1.520489e-03  2.359684e-03
381.8  1.912725e-04  1.494866e-03  2.321497e-03
381.8  1.873823e-04  1.468080e-03  2.280909e-03
381.9  1.835381e-04  1.440094e-03  2.239792e-03
381.9  1.798505e-04  1.415484e-03  2.202493e-03
381.9  1.763485e-04  1.388972e-03  2.161412e-03
381.9  1.724277e-04  1.363478e-03  2.123948e-03
382.0  1.687861e-04  1.337604e-03  2.085759e-03
382.0  1.648652e-04  1.312046e-03  2.047933e-03
382.0  1.612083e-04  1.286401e-03  2.008957e-03
382.1  1.574577e-04  1.259618e-03  1.969091e-03
382.1  1.536612e-04  1.234163e-03  1.930477e-03
382.1  1.500196e-04  1.208032e-03  1.890842e-03
382.2  1.464563e-04  1.183783e-03  1.854201e-03
382.2  1.426750e-04  1.158163e-03  1.816736e-03
382.2  1.391577e-04  1.132393e-03  1.777759e-03
382.3  1.359826e-04  1.108739e-03  1.742432e-03
382.3  1.324040e-04  1.085040e-03  1.706810e-03
382.3  1.289803e-04  1.060408e-03  1.668723e-03
382.3  1.257422e-04  1.034645e-03  1.631190e-03
382.4  1.222725e-04  1.011598e-03  1.595800e-03
382.4  1.192064e-04  9.886612e-04  1.561065e-03
382.4  1.157214e-04  9.661644e-04  1.526695e-03
382.5  1.128255e-04  9.421313e-04  1.490644e-03
382.5  1.095891e-04  9.204190e-04  1.457950e-03
382.5  1.068117e-04  8.975196e-04  1.422486e-03
382.6  1.036995e-04  8.761034e-04  1.390087e-03
382.6  1.007949e-04  8.536797e-04  1.356461e-03
382.6  9.804322e-05  8.330577e-04  1.324560e-03
382.6  9.526069e-05  8.132455e-04  1.294865e-03
382.7  9.270427e-05  7.918761e-04  1.261539e-03
382.7  8.994643e-05  7.715575e-04  1.230516e-03
382.7  8.769390e-05  7.534149e-04  1.201907e-03
382.8  8.493912e-05  7.330312e-04  1.170933e-03
382.8  8.250985e-05  7.156319e-04  1.144419e-03
382.8  8.015449e-05  6.964879e-04  1.114449e-03
382.9  7.785088e-05  6.790079e-04  1.088115e-03
382.9  7.544920e-05  6.606898e-04  1.060163e-03
382.9  7.336810e-05  6.444282e-04  1.034420e-03
383.0  7.116731e-05  6.278469e-04  1.008870e-03
383.0  6.921203e-05  6.121152e-04  9.849474e-04
383.0  6.708905e-05  5.959682e-04  9.596381e-04
383.0  6.493184e-05  5.797636e-04  9.348312e-04
383.1  6.289433e-05  5.641034e-04  9.110961e-04
383.1  6.119901e-05  5.501996e-04  8.889871e-04
383.1  5.914277e-05  5.341897e-04  8.643874e-04
383.2  5.750960e-05  5.203441e-04  8.419205e-04
383.2  5.558170e-05  5.071823e-04  8.216172e-04
383.2  5.397903e-05  4.922878e-04  7.991932e-04
383.3  5.243592e-05  4.785265e-04  7.766574e-04
383.3  5.074740e-05  4.663572e-04  7.579555e-04
383.3  4.886002e-05  4.535024e-04  7.375873e-04
383.3  4.743048e-05  4.408840e-04  7.186633e-04
383.4  4.604315e-05  4.286661e-04  6.986107e-04
383.4  4.450974e-05  4.162975e-04  6.797699e-04
383.4  4.318472e-05  4.049023e-04  6.618671e-04
383.5  4.157400e-05  3.935074e-04  6.453215e-04
383.5  4.048206e-05  3.824445e-04  6.262696e-04
383.5  3.909386e-05  3.721653e-04  6.097362e-04
383.6  3.782468e-05  3.610088e-04  5.934595e-04
383.6  3.637637e-05  3.516651e-04  5.776942e-04
383.6  3.545164e-05  3.400073e-04  5.597337e-04
383.7  3.426909e-05  3.318913e-04  5.468280e-04
383.7  3.316028e-05  3.216769e-04  5.302711e-04
383.7  3.198030e-05  3.123446e-04  5.163243e-04
383.7  3.095424e-05  3.035500e-04  5.025855e-04
383.8  2.978838e-05  2.941033e-04  4.862673e-04
383.8  2.881865e-05  2.868271e-04  4.759676e-04
383.8  2.808561e-05  2.770049e-04  4.597193e-04
383.9  2.715963e-05  2.701447e-04  4.485865e-04
383.9  2.621630e-05  2.625839e-04  4.366177e-04
383.9  2.535060e-05  2.550459e-04  4.243696e-04
384.0  2.451725e-05  2.466111e-04  4.096328e-04
384.0  2.371009e-05  2.422597e-04  4.032357e-04
384.0  2.288272e-05  2.337004e-04  3.904263e-04
384.0  2.204478e-05  2.257707e-04  3.779109e-04
384.1  2.150409e-05  2.197448e-04  3.672260e-04
384.1  2.079860e-05  2.132506e-04  3.570689e-04
384.1  1.991910e-05  2.064896e-04  3.473286e-04
384.2  1.917019e-05  1.999083e-04  3.362618e-04
384.2  1.830449e-05  1.925692e-04  3.251340e-04
384.2  1.796929e-05  1.882756e-04  3.174483e-04
384.3  1.731691e-05  1.824976e-04  3.075952e-04
384.3  1.666793e-05  1.777793e-04  3.005299e-04
384.3  1.629308e-05  1.711694e-04  2.889923e-04
384.3  1.568275e-05  1.661376e-04  2.817552e-04
384.4  1.482538e-05  1.603817e-04  2.733904e-04
384.4  1.458534e-05  1.572617e-04  2.669983e-04
384.4  1.415497e-05  1.516277e-04  2.570793e-04
384.5  1.342989e-05  1.470371e-04  2.513478e-04
384.5  1.296426e-05  1.424556e-04  2.425813e-04
384.5  1.225741e-05  1.367424e-04  2.348171e-04
384.6  1.207184e-05  1.340388e-04  2.290467e-04
384.6  1.159396e-05  1.301217e-04  2.223608e-04
384.6  1.133744e-05  1.250040e-04  2.152275e-04
384.7  1.087505e-05  1.209809e-04  2.082227e-04
384.7  1.034504e-05  1.188812e-04  2.047144e-04
384.7  1.011334e-05  1.142767e-04  1.972784e-04
384.7  9.717027e-06  1.102077e-04  1.904089e-04
384.8  9.312470e-06  1.081082e-04  1.864155e-04
384.8  9.304687e-06  1.039749e-04  1.802858e-04
384.8  8.745436e-06  1.018038e-04  1.771472e-04
384.9  8.751609e-06  9.881970e-05  1.708247e-04
384.9  8.331605e-06  9.471650e-05  1.649219e-04
384.9  8.026687e-06  9.272808e-05  1.615774e-04
385.0  7.659789e-06  9.083637e-05  1.576653e-04
385.0  7.474686e-06  8.709371e-05  1.512017e-04
385.0  7.198272e-06  8.507347e-05  1.482616e-04
385.0  7.096483e-06  8.258990e-05  1.441532e-04
385.1  6.668895e-06  7.879725e-05  1.380626e-04
385.1  6.671130e-06  7.676665e-05  1.343923e-04
385.1  6.509623e-06  7.372751e-05  1.301712e-04
385.2  6.098901e-06  7.167443e-05  1.259684e-04
385.2  5.824304e-06  6.692758e-05  1.182940e-04
385.2  5.490920e-06  6.667589e-05  1.186910e-04
385.3  5.145326e-06  6.459950e-05  1.149855e-04
385.3  5.165630e-06  6.248928e-05  1.118574e-04
385.3  4.767537e-06  5.929232e-05  1.056531e-04
385.3  4.874651e-06  5.868404e-05  1.036275e-04
385.4  4.682226e-06  5.575856e-05  1.004101e-04
385.4  4.533400e-06  5.390395e-05  9.656864e-05
385.4  4.298982e-06  5.250694e-05  9.445250e-05
385.5  3.952469e-06  5.049048e-05  9.095995e-05
385.5  3.640723e-06  4.851310e-05  8.766314e-05
385.5  3.489393e-06  4.736594e-05  8.637435e-05
385.6  3.840510e-06  4.685849e-05  8.464945e-05
385.6  3.399913e-06  4.603905e-05  8.316639e-05
385.6  3.309091e-06  4.445390e-05  7.959647e-05
385.6  3.248544e-06  4.318056e-05  7.769559e-05
385.7  3.226970e-06  4.295237e-05  7.640146e-05
385.7  3.126469e-06  4.100900e-05  7.314352e-05
385.7  2.853656e-06  4.012992e-05  7.293102e-05
385.8  2.778394e-06  3.757505e-05  6.855507e-05
385.8  2.830481e-06  3.666766e-05  6.576624e-05
385.8  2.727235e-06  3.843080e-05  6.935891e-05
385.9  2.906402e-06  3.686814e-05  6.661910e-05
385.9  2.505775e-06  3.383956e-05  6.192981e-05
385.9  2.806773e-06  3.411775e-05  6.111889e-05
385.9  2.543124e-06  3.363544e-05  5.964973e-05
386.0  2.398217e-06  3.248067e-05  5.936974e-05
386.0  2.387043e-06  3.005793e-05  5.586159e-05
386.0  2.304513e-06  2.877080e-05  5.327242e-05
386.1  2.112756e-06  2.936043e-05  5.410614e-05
386.1  2.343735e-06  2.866967e-05  5.146190e-05
386.1  1.974528e-06  2.682774e-05  4.933735e-05
386.2  1.908747e-06  2.602598e-05  4.792745e-05
386.2  1.843750e-06  2.524368e-05  4.655110e-05
386.2  1.780624e-06  2.448992e-05  4.522507e-05
386.2  1.720921e-06  2.375668e-05  4.393193e-05
386.3  1.663091e-06  2.305070e-05  4.268188e-05
386.3  1.607286e-06  2.236778e-05  4.147195e-05
386.3  1.552417e-06  2.169945e-05  4.028899e-05
386.4  1.500971e-06  2.105163e-05  3.913892e-05
386.4  1.450308e-06  2.042327e-05  3.802239e-05
386.4  1.401670e-06  1.981796e-05  3.694599e-05
386.5  1.355058e-06  1.923441e-05  3.590248e-05
386.5  1.309536e-06  1.866125e-05  3.488298e-05
386.5  1.266040e-06  1.810986e-05  3.389636e-05
386.5  1.223480e-06  1.757306e-05  3.293672e-05
386.6  1.181856e-06  1.705021e-05  3.200042e-05
386.6  1.142412e-06  1.654492e-05  3.109406e-05
386.6  1.103904e-06  1.605423e-05  3.021466e-05
386.7  1.067575e-06  1.558045e-05  2.936157e-05
386.7  1.032182e-06  1.512126e-05  2.853545e-05
386.7  9.977256e-07  1.467603e-05  2.773269e-05
386.8  9.642054e-07  1.424475e-05  2.695327e-05
386.8  9.322430e-07  1.382890e-05  2.619869e-05
386.8  9.013992e-07  1.341701e-05  2.545400e-05
386.8  8.713383e-07  1.302392e-05  2.473925e-05
386.9  8.423381e-07  1.264572e-05  2.405175e-05
